Ticket_ID,Airline_ID,Airline_Name,Flight_Number,Departure_Airport,Departure_City,Departure_Country,Departure_Date,Departure_Time,Arrival_Airport,Arrival_City,Arrival_Country,Arrival_Date,Arrival_Time,Duration,Ticket_Price,Seat_Class,Booking_Status,Seat,Available_Seats
177,4,Southwest,SO585,LAX,Los Angeles,USA,2025-03-25,0150,NRT,Tokyo,Japan,2025-03-25,1124,9h 34m,1498,First Class,Available,E3,1
178,2,Delta,DE924,SEA,Seattle,USA,2025-03-02,1519,YYZ,Toronto,Canada,2025-03-02,2330,8h 11m,1446,Economy,Available,F3,1
179,4,Southwest,SO806,BOS,Boston,USA,2025-03-09,1425,DXB,Dubai,UAE,2025-03-09,2051,6h 26m,1809,First Class,Available,A4,1
180,4,Southwest,SO634,DFW,Dallas,USA,2025-03-15,1302,YYZ,Toronto,Canada,2025-03-16,0028,11h 26m,959,First Class,Available,B4,1
181,5,United,UN331,JFK,New York,USA,2025-03-15,1007,FRA,Frankfurt,Germany,2025-03-16,0033,14h 26m,1597,Economy,Available,C4,1
182,1,JetBlue,JE706,BOS,Boston,USA,2025-03-02,1616,MAD,Madrid,Spain,2025-03-03,0502,12h 46m,1956,Business,Available,D4,1
183,3,American Airlines,AM447,BOS,Boston,USA,2025-03-17,0955,NRT,Tokyo,Japan,2025-03-18,0112,15h 17m,1454,First Class,Available,E4,1
184,4,Southwest,SO639,BOS,Boston,USA,2025-03-15,0639,SIN,Singapore,Singapore,2025-03-15,1206,5h 27m,1858,First Class,Available,F4,1
185,4,Southwest,SO969,MIA,Miami,USA,2025-03-16,2130,YYZ,Toronto,Canada,2025-03-17,0243,5h 13m,1792,Business,Available,A5,1
186,4,Southwest,SO686,ATL,Atlanta,USA,2025-02-27,1917,FRA,Frankfurt,Germany,2025-02-28,0827,13h 10m,686,Economy,Available,B5,1
187,5,United,UN980,MIA,Miami,USA,2025-03-02,2247,SIN,Singapore,Singapore,2025-03-03,0949,11h 2m,325,First Class,Available,C5,1
188,1,JetBlue,JE418,MIA,Miami,USA,2025-03-01,0201,YYZ,Toronto,Canada,2025-03-01,0835,6h 34m,299,Economy,Available,D5,1
189,5,United,UN760,JFK,New York,USA,2025-03-17,0414,AMS,Amsterdam,Netherlands,2025-03-17,1518,11h 4m,817,Economy,Available,E5,2
190,1,JetBlue,JE512,JFK,New York,USA,2025-03-25,2330,FRA,Frankfurt,Germany,2025-03-26,1043,11h 13m,1260,Economy,Available,F5,1
191,4,Southwest,SO114,SEA,Seattle,USA,2025-03-14,2109,AMS,Amsterdam,Netherlands,2025-03-15,0514,8h 5m,480,Business,Available,A1,1
192,5,United,UN769,DFW,Dallas,USA,2025-03-16,1953,LHR,London,UK,2025-03-17,0552,9h 59m,692,First Class,Available,B1,1
193,5,United,UN977,ATL,Atlanta,USA,2025-03-09,1628,NRT,Tokyo,Japan,2025-03-10,0500,12h 32m,1275,Business,Available,C1,1
194,2,Delta,DE565,MIA,Miami,USA,2025-03-12,1921,DXB,Dubai,UAE,2025-03-13,0127,6h 6m,1555,First Class,Available,D1,1
195,1,JetBlue,JE731,ORD,Chicago,USA,2025-03-25,0759,NRT,Tokyo,Japan,2025-03-25,1531,7h 32m,342,Business,Available,E1,1
196,3,American Airlines,AM980,DEN,Denver,USA,2025-03-18,0141,YYZ,Toronto,Canada,2025-03-18,0844,7h 3m,1023,First Class,Available,F1,1
197,2,Delta,DE377,MIA,Miami,USA,2025-03-21,1844,MAD,Madrid,Spain,2025-03-22,0718,12h 34m,211,First Class,Available,A2,1
198,5,United,UN181,BOS,Boston,USA,2025-03-07,0327,CDG,Paris,France,2025-03-07,1438,11h 11m,389,First Class,Available,B2,1
199,5,United,UN396,ATL,Atlanta,USA,2025-03-08,0727,FRA,Frankfurt,Germany,2025-03-08,2252,15h 25m,1659,Business,Available,C2,1
200,1,JetBlue,JE560,BOS,Boston,USA,2025-03-01,1659,AMS,Amsterdam,Netherlands,2025-03-02,0454,11h 55m,734,First Class,Available,D2,1
201,4,Southwest,SO211,BOS,Boston,USA,2025-03-04,1022,DXB,Dubai,UAE,2025-03-04,2215,11h 53m,779,Economy,Available,E2,1
202,3,American Airlines,AM150,JFK,New York,USA,2025-03-12,0409,AMS,Amsterdam,Netherlands,2025-03-12,1205,7h 56m,1752,First Class,Available,F2,1
203,4,Southwest,SO234,MIA,Miami,USA,2025-02-27,2312,NRT,Tokyo,Japan,2025-02-28,0744,8h 32m,1605,Economy,Available,A3,1
204,4,Southwest,SO446,JFK,New York,USA,2025-03-17,1206,YYZ,Toronto,Canada,2025-03-17,2336,11h 30m,1049,Business,Available,B3,1
205,4,Southwest,SO724,JFK,New York,USA,2025-03-22,1748,AMS,Amsterdam,Netherlands,2025-03-23,0710,13h 22m,413,Business,Available,C3,1
206,1,JetBlue,JE990,DFW,Dallas,USA,2025-03-04,1503,SYD,Sydney,Australia,2025-03-05,0521,14h 18m,1044,Economy,Available,D3,1
207,2,Delta,DE449,ORD,Chicago,USA,2025-03-15,0338,MAD,Madrid,Spain,2025-03-15,1355,10h 17m,216,Economy,Available,E3,1
208,1,JetBlue,JE221,LAX,Los Angeles,USA,2025-03-07,1158,DXB,Dubai,UAE,2025-03-07,2148,9h 50m,925,First Class,Available,F3,1
209,3,American Airlines,AM829,LAX,Los Angeles,USA,2025-02-27,0926,CDG,Paris,France,2025-02-27,1702,7h 36m,1753,First Class,Available,A4,1
210,5,United,UN240,BOS,Boston,USA,2025-03-01,0618,SYD,Sydney,Australia,2025-03-01,1225,6h 7m,252,Economy,Available,B4,1
211,4,Southwest,SO498,DFW,Dallas,USA,2025-03-18,2220,LHR,London,UK,2025-03-19,0548,7h 28m,1634,First Class,Available,C4,1
212,5,United,UN221,ATL,Atlanta,USA,2025-03-23,0004,LHR,London,UK,2025-03-23,1154,11h 50m,1794,Business,Available,D4,1
213,2,Delta,DE320,DFW,Dallas,USA,2025-03-24,0923,MAD,Madrid,Spain,2025-03-24,1810,8h 47m,331,Business,Available,E4,1
214,4,Southwest,SO669,SFO,San Francisco,USA,2025-03-06,0811,DXB,Dubai,UAE,2025-03-06,1852,10h 41m,1986,Economy,Available,F4,1
215,4,Southwest,SO478,JFK,New York,USA,2025-03-14,0614,FRA,Frankfurt,Germany,2025-03-14,1248,6h 34m,855,Business,Available,A5,2
216,4,Southwest,SO254,ATL,Atlanta,USA,2025-03-19,1508,YYZ,Toronto,Canada,2025-03-19,2326,8h 18m,542,Business,Available,B5,1
217,5,United,UN599,MIA,Miami,USA,2025-02-25,1117,SYD,Sydney,Australia,2025-02-25,2239,11h 22m,657,First Class,Available,C5,1
218,2,Delta,DE632,ATL,Atlanta,USA,2025-02-25,0619,SIN,Singapore,Singapore,2025-02-25,1834,12h 15m,1622,Business,Available,D5,1
219,1,JetBlue,JE691,DFW,Dallas,USA,2025-03-09,2010,AMS,Amsterdam,Netherlands,2025-03-10,0212,6h 2m,546,Business,Available,E5,1
220,4,Southwest,SO412,ATL,Atlanta,USA,2025-03-07,0512,YYZ,Toronto,Canada,2025-03-07,1632,11h 20m,1337,First Class,Available,F5,2
221,5,United,UN712,LAX,Los Angeles,USA,2025-03-10,0914,SYD,Sydney,Australia,2025-03-10,2040,11h 26m,299,Business,Available,A1,1
222,3,American Airlines,AM293,DEN,Denver,USA,2025-03-24,0248,YYZ,Toronto,Canada,2025-03-24,1626,13h 38m,313,First Class,Available,B1,1
223,1,JetBlue,JE313,LAX,Los Angeles,USA,2025-03-26,0319,YYZ,Toronto,Canada,2025-03-26,1123,8h 4m,1731,Business,Available,C1,1
224,1,JetBlue,JE414,LAX,Los Angeles,USA,2025-03-20,0235,YYZ,Toronto,Canada,2025-03-20,1133,8h 58m,1877,Economy,Available,D1,1
225,5,United,UN760,ATL,Atlanta,USA,2025-02-26,1652,CDG,Paris,France,2025-02-27,0749,14h 57m,843,Economy,Available,E1,2
226,5,United,UN149,JFK,New York,USA,2025-03-24,0523,AMS,Amsterdam,Netherlands,2025-03-24,1947,14h 24m,202,Business,Available,F1,1
227,2,Delta,DE263,LAX,Los Angeles,USA,2025-03-05,0825,NRT,Tokyo,Japan,2025-03-05,2112,12h 47m,983,First Class,Available,A2,1
228,3,American Airlines,AM277,JFK,New York,USA,2025-03-05,0843,AMS,Amsterdam,Netherlands,2025-03-05,2335,14h 52m,1122,First Class,Available,B2,1
229,4,Southwest,SO611,ATL,Atlanta,USA,2025-03-14,1432,CDG,Paris,France,2025-03-14,2100,6h 28m,619,First Class,Available,C2,1
230,1,JetBlue,JE932,SFO,San Francisco,USA,2025-03-14,1343,SYD,Sydney,Australia,2025-03-15,0352,14h 9m,867,Business,Available,D2,1
231,1,JetBlue,JE450,SFO,San Francisco,USA,2025-03-15,0443,FRA,Frankfurt,Germany,2025-03-15,1718,12h 35m,1187,First Class,Available,E2,1
232,4,Southwest,SO759,SFO,San Francisco,USA,2025-03-21,1841,CDG,Paris,France,2025-03-22,0654,12h 13m,1629,Economy,Available,F2,1
233,1,JetBlue,JE283,ATL,Atlanta,USA,2025-03-09,1403,NRT,Tokyo,Japan,2025-03-10,0344,13h 41m,594,Business,Available,A3,1
234,3,American Airlines,AM182,JFK,New York,USA,2025-03-06,0017,FRA,Frankfurt,Germany,2025-03-06,0917,9h 0m,1182,Business,Available,B3,1
235,5,United,UN436,LAX,Los Angeles,USA,2025-03-22,1112,YYZ,Toronto,Canada,2025-03-23,0307,15h 55m,1606,Business,Available,C3,1
236,4,Southwest,SO621,ORD,Chicago,USA,2025-03-10,1539,DXB,Dubai,UAE,2025-03-10,2120,5h 41m,263,First Class,Available,D3,1
237,2,Delta,DE542,ORD,Chicago,USA,2025-03-12,0428,AMS,Amsterdam,Netherlands,2025-03-12,1011,5h 43m,366,Business,Available,E3,1
238,5,United,UN535,LAX,Los Angeles,USA,2025-03-22,0703,MAD,Madrid,Spain,2025-03-22,2020,13h 17m,1407,Economy,Available,F3,2
239,5,United,UN428,JFK,New York,USA,2025-03-10,2004,AMS,Amsterdam,Netherlands,2025-03-11,1016,14h 12m,488,First Class,Available,A4,1
240,2,Delta,DE523,ORD,Chicago,USA,2025-03-17,2147,NRT,Tokyo,Japan,2025-03-18,1053,13h 6m,1400,Business,Available,B4,1
241,2,Delta,DE766,SEA,Seattle,USA,2025-03-17,1310,AMS,Amsterdam,Netherlands,2025-03-18,0406,14h 56m,1643,First Class,Available,C4,1
242,3,American Airlines,AM290,DEN,Denver,USA,2025-03-18,1013,YYZ,Toronto,Canada,2025-03-18,1900,8h 47m,394,Economy,Available,D4,1
243,1,JetBlue,JE544,MIA,Miami,USA,2025-03-15,0412,CDG,Paris,France,2025-03-15,1144,7h 32m,1175,First Class,Available,E4,1
244,1,JetBlue,JE315,DEN,Denver,USA,2025-03-06,0013,LHR,London,UK,2025-03-06,0607,5h 54m,1919,Business,Available,F4,1
245,5,United,UN499,JFK,New York,USA,2025-03-06,1814,LHR,London,UK,2025-03-07,0837,14h 23m,510,Economy,Available,A5,1
246,1,JetBlue,JE508,ORD,Chicago,USA,2025-03-05,1205,CDG,Paris,France,2025-03-05,1948,7h 43m,1703,First Class,Available,B5,1
247,4,Southwest,SO516,ATL,Atlanta,USA,2025-03-11,0854,FRA,Frankfurt,Germany,2025-03-11,1436,5h 42m,916,Business,Available,C5,1
248,3,American Airlines,AM156,LAX,Los Angeles,USA,2025-02-28,2121,FRA,Frankfurt,Germany,2025-03-01,0901,11h 40m,699,First Class,Available,D5,1
249,2,Delta,DE149,SFO,San Francisco,USA,2025-02-27,1233,LHR,London,UK,2025-02-27,1752,5h 19m,1509,Business,Available,E5,1
250,2,Delta,DE407,DEN,Denver,USA,2025-03-10,0658,NRT,Tokyo,Japan,2025-03-10,1520,8h 22m,225,First Class,Available,F5,1
251,2,Delta,DE637,SFO,San Francisco,USA,2025-02-27,1654,YYZ,Toronto,Canada,2025-02-28,0134,8h 40m,492,Economy,Available,A1,1
252,3,American Airlines,AM753,DEN,Denver,USA,2025-03-25,1839,DXB,Dubai,UAE,2025-03-26,0435,9h 56m,1714,First Class,Available,B1,1
253,3,American Airlines,AM645,SFO,San Francisco,USA,2025-03-04,0821,MAD,Madrid,Spain,2025-03-04,1545,7h 24m,719,Economy,Available,C1,1
254,2,Delta,DE863,SFO,San Francisco,USA,2025-03-16,1737,CDG,Paris,France,2025-03-17,0621,12h 44m,1335,Business,Available,D1,1
255,5,United,UN402,BOS,Boston,USA,2025-03-19,1555,AMS,Amsterdam,Netherlands,2025-03-20,0200,10h 5m,1300,First Class,Available,E1,1
256,1,JetBlue,JE180,LAX,Los Angeles,USA,2025-03-13,1151,SYD,Sydney,Australia,2025-03-13,1914,7h 23m,503,Business,Available,F1,1
257,1,JetBlue,JE926,SEA,Seattle,USA,2025-03-25,1431,YYZ,Toronto,Canada,2025-03-25,2315,8h 44m,465,First Class,Available,A2,1
258,2,Delta,DE133,SEA,Seattle,USA,2025-02-27,1915,CDG,Paris,France,2025-02-28,0101,5h 46m,704,Business,Available,B2,1
259,5,United,UN385,MIA,Miami,USA,2025-03-05,1352,AMS,Amsterdam,Netherlands,2025-03-05,1924,5h 32m,754,Economy,Available,C2,1
260,5,United,UN532,ATL,Atlanta,USA,2025-03-12,0322,NRT,Tokyo,Japan,2025-03-12,1208,8h 46m,560,First Class,Available,D2,1
261,1,JetBlue,JE135,MIA,Miami,USA,2025-03-12,0852,SYD,Sydney,Australia,2025-03-12,1815,9h 23m,1130,Business,Available,E2,1
262,5,United,UN194,ORD,Chicago,USA,2025-03-17,2155,NRT,Tokyo,Japan,2025-03-18,0520,7h 25m,601,Economy,Available,F2,1
263,5,United,UN129,BOS,Boston,USA,2025-03-15,0454,LHR,London,UK,2025-03-15,1106,6h 12m,564,Economy,Available,A3,1
264,5,United,UN904,SEA,Seattle,USA,2025-03-15,1810,NRT,Tokyo,Japan,2025-03-16,0718,13h 8m,1798,First Class,Available,B3,1
265,3,American Airlines,AM439,LAX,Los Angeles,USA,2025-03-11,0621,CDG,Paris,France,2025-03-11,1752,11h 31m,348,Economy,Available,C3,1
266,4,Southwest,SO301,ORD,Chicago,USA,2025-03-24,1202,DXB,Dubai,UAE,2025-03-25,0348,15h 46m,1960,Business,Available,D3,1
267,1,JetBlue,JE699,DEN,Denver,USA,2025-03-14,2134,SYD,Sydney,Australia,2025-03-15,0354,6h 20m,1609,First Class,Available,E3,1
268,5,United,UN553,JFK,New York,USA,2025-03-19,0556,YYZ,Toronto,Canada,2025-03-19,1920,13h 24m,505,Economy,Available,F3,1
269,3,American Airlines,AM641,MIA,Miami,USA,2025-03-14,0851,FRA,Frankfurt,Germany,2025-03-14,2131,12h 40m,673,Economy,Available,A4,1
270,2,Delta,DE789,JFK,New York,USA,2025-03-17,1907,NRT,Tokyo,Japan,2025-03-18,0712,12h 5m,1947,First Class,Available,B4,1
271,2,Delta,DE883,SFO,San Francisco,USA,2025-03-22,1915,LHR,London,UK,2025-03-23,0943,14h 28m,1552,Economy,Available,C4,1
272,4,Southwest,SO740,SFO,San Francisco,USA,2025-03-08,2350,YYZ,Toronto,Canada,2025-03-09,0833,8h 43m,277,First Class,Available,D4,1
273,5,United,UN312,SEA,Seattle,USA,2025-03-23,0754,SYD,Sydney,Australia,2025-03-23,1841,10h 47m,1087,Business,Available,E4,1
274,3,American Airlines,AM310,LAX,Los Angeles,USA,2025-03-06,1234,YYZ,Toronto,Canada,2025-03-07,0107,12h 33m,1766,Economy,Available,F4,1
275,1,JetBlue,JE451,MIA,Miami,USA,2025-03-13,0020,CDG,Paris,France,2025-03-13,0811,7h 51m,1434,Business,Available,A5,1
276,2,Delta,DE185,SFO,San Francisco,USA,2025-02-28,1141,FRA,Frankfurt,Germany,2025-02-28,2229,10h 48m,1414,Economy,Available,B5,1
277,5,United,UN984,LAX,Los Angeles,USA,2025-02-28,2155,LHR,London,UK,2025-03-01,1111,13h 16m,1192,Business,Available,C5,1
278,4,Southwest,SO855,SFO,San Francisco,USA,2025-03-16,1110,NRT,Tokyo,Japan,2025-03-17,0029,13h 19m,1244,Business,Available,D5,1
279,1,JetBlue,JE880,DEN,Denver,USA,2025-03-02,1036,SYD,Sydney,Australia,2025-03-02,1628,5h 52m,1200,First Class,Available,E5,1
280,1,JetBlue,JE312,DFW,Dallas,USA,2025-03-16,1545,FRA,Frankfurt,Germany,2025-03-17,0247,11h 2m,618,Economy,Available,F5,1
281,3,American Airlines,AM339,ORD,Chicago,USA,2025-03-26,1507,SIN,Singapore,Singapore,2025-03-27,0706,15h 59m,1921,Economy,Available,A1,1
282,1,JetBlue,JE428,BOS,Boston,USA,2025-03-04,0053,DXB,Dubai,UAE,2025-03-04,0952,8h 59m,373,Business,Available,B1,1
283,2,Delta,DE890,BOS,Boston,USA,2025-03-16,2325,MAD,Madrid,Spain,2025-03-17,1245,13h 20m,716,Economy,Available,C1,1
284,5,United,UN913,DEN,Denver,USA,2025-03-13,1533,MAD,Madrid,Spain,2025-03-14,0320,11h 47m,1767,Business,Available,D1,1
285,1,JetBlue,JE253,MIA,Miami,USA,2025-03-13,1110,LHR,London,UK,2025-03-13,2051,9h 41m,1277,Economy,Available,E1,1
286,5,United,UN535,DEN,Denver,USA,2025-03-20,0124,AMS,Amsterdam,Netherlands,2025-03-20,1036,9h 12m,1626,First Class,Available,F1,2
287,2,Delta,DE500,SFO,San Francisco,USA,2025-03-05,2005,SIN,Singapore,Singapore,2025-03-06,0314,7h 9m,735,First Class,Available,A2,1
288,4,Southwest,SO914,JFK,New York,USA,2025-03-22,0103,FRA,Frankfurt,Germany,2025-03-22,1322,12h 19m,1321,Business,Available,B2,1
289,5,United,UN610,LAX,Los Angeles,USA,2025-03-08,1237,SIN,Singapore,Singapore,2025-03-08,2234,9h 57m,1244,Business,Available,C2,1
290,2,Delta,DE900,MIA,Miami,USA,2025-03-04,1331,AMS,Amsterdam,Netherlands,2025-03-04,2218,8h 47m,586,Business,Available,D2,1
291,4,Southwest,SO841,DFW,Dallas,USA,2025-03-10,1008,MAD,Madrid,Spain,2025-03-11,0034,14h 26m,281,Business,Available,E2,1
292,5,United,UN642,JFK,New York,USA,2025-03-12,0152,DXB,Dubai,UAE,2025-03-12,1152,10h 0m,1654,Business,Available,F2,1
293,1,JetBlue,JE438,DEN,Denver,USA,2025-03-25,0851,YYZ,Toronto,Canada,2025-03-25,1940,10h 49m,1305,Business,Available,A3,1
294,5,United,UN590,BOS,Boston,USA,2025-03-20,1137,SYD,Sydney,Australia,2025-03-21,0305,15h 28m,1603,Business,Available,B3,1
295,2,Delta,DE672,ATL,Atlanta,USA,2025-03-07,1858,AMS,Amsterdam,Netherlands,2025-03-08,0837,13h 39m,627,Economy,Available,C3,1
296,2,Delta,DE839,DEN,Denver,USA,2025-03-20,0857,LHR,London,UK,2025-03-20,1648,7h 51m,1691,Economy,Available,D3,1
297,3,American Airlines,AM813,MIA,Miami,USA,2025-02-27,0308,NRT,Tokyo,Japan,2025-02-27,0827,5h 19m,1844,First Class,Available,E3,1
298,4,Southwest,SO646,SFO,San Francisco,USA,2025-03-16,1759,LHR,London,UK,2025-03-17,0827,14h 28m,960,Business,Available,F3,1
299,4,Southwest,SO533,SEA,Seattle,USA,2025-03-02,1302,YYZ,Toronto,Canada,2025-03-02,1957,6h 55m,390,Economy,Available,A4,1
300,4,Southwest,SO180,DFW,Dallas,USA,2025-03-09,0419,DXB,Dubai,UAE,2025-03-09,1310,8h 51m,1705,First Class,Available,B4,1
